id,UncalibratedMinRange_at_95.0%,UncalibratedMaxRange_at_95.0%,Mode,MidRange,Median
MD01-2420,11339.0,11879.0,11826.0,11609.0,11818.0
MD01-2420,11696.0,12871.0,12495.0,12284.0,12567.0
MD01-2420,12122.0,12986.0,12894.0,12554.0,12841.0
MD01-2420,12692.0,13290.0,13205.0,12991.0,13195.0
MD01-2420,13408.0,13954.0,13847.0,13681.0,13849.0
MD01-2420,14516.0,15847.0,15735.0,15182.0,15599.0
MD01-2420,15753.0,16325.0,16125.0,16039.0,16146.0
MD01-2420,17969.0,18819.0,18706.0,18394.0,18688.0
MR06-04_PC04A,8935.0,9607.0,9431.0,9271.0,9476.0
MR06-04_PC04A,9408.0,9972.0,9930.0,9690.0,9882.0
MR06-04_PC04A,9441.0,10074.0,10025.0,9758.0,10022.0
MR06-04_PC04A,10521.0,11235.0,11055.0,10878.0,11060.0
MR06-04_PC04A,11562.0,12096.0,12035.0,11829.0,12033.0
MR06-04_PC04A,14482.0,15478.0,15131.0,14980.0,15214.0
MD02-2461,9884.0,11024.0,10375.0,10454.0,10548.0
MD02-2461,10233.0,11814.0,11517.0,11024.0,11431.0
MD02-2461,11876.0,12966.0,12739.0,12421.0,12732.0
MD02-2461,12718.0,13875.0,13639.0,13296.0,13688.0
MD02-2461,13411.0,14585.0,14456.0,13998.0,14430.0
MD02-2461,14704.0,16406.0,15998.0,15555.0,16063.0
MD02-2461,15670.0,17090.0,16711.0,16380.0,16743.0
MD02-2461,16179.0,17603.0,17536.0,16891.0,17393.0
MD02-2461,16930.0,18173.0,17823.0,17552.0,17872.0
MD02-2461,17783.0,19523.0,19309.0,18653.0,19259.0
MD02-2461,18593.0,20385.0,20032.0,19489.0,20058.0
MD02-2461,19502.0,21074.0,20606.0,20288.0,20695.0
MD02-2461,20194.0,21963.0,21132.0,21078.0,21365.0
EW0408-26JC,10259.0,12034.0,11827.0,11146.0,11714.0
EW0408-26JC,10967.0,12321.0,12028.0,11644.0,12056.0
EW0408-26JC,11417.0,12439.0,12395.0,11928.0,12327.0
EW0408-26JC,11745.0,12511.0,12431.0,12128.0,12433.0
EW0408-26JC,11829.0,12572.0,12471.0,12200.0,12455.0
EW0408-26JC,12129.0,13118.0,12914.0,12624.0,12916.0
EW0408-26JC,12802.0,14118.0,13825.0,13460.0,13819.0
EW0408-26JC,9297.0,10359.0,10076.0,9828.0,10151.0
EW0408-87JC,1499.0,1691.0,1618.0,1595.0,1628.0
EW0408-87JC,6527.0,7784.0,7443.0,7156.0,7491.0
EW0408-87JC,9396.0,10062.0,10020.0,9729.0,9990.0
EW0408-87JC,9821.0,10207.0,10092.0,10014.0,10104.0
EW0408-87JC,10026.0,10414.0,10359.0,10220.0,10359.0
EW0408-87JC,10208.0,10817.0,10592.0,10512.0,10572.0
EW0408-87JC,10873.0,11546.0,11376.0,11210.0,11400.0
EW0408-87JC,11544.0,12412.0,12308.0,11978.0,12296.0
EW0408-87JC,11720.0,12510.0,12425.0,12115.0,12432.0
EW0408-87JC,12118.0,12977.0,12889.0,12548.0,12826.0
EW0408-87JC,12570.0,13318.0,13209.0,12944.0,13185.0
EW0408-87JC,12728.0,13550.0,13396.0,13139.0,13397.0
EW0408-87JC,12775.0,13677.0,13484.0,13226.0,13515.0
EW0408-87JC,12880.0,13759.0,13618.0,13320.0,13601.0
EW0408-87JC,13073.0,14208.0,13853.0,13640.0,13923.0
LPAZ21P,8682.0,9786.0,9586.0,9234.0,9575.0
LPAZ21P,8754.0,10211.0,10032.0,9482.0,10012.0
LPAZ21P,8773.0,10297.0,10032.0,9535.0,10044.0
LPAZ21P,8767.0,10306.0,10032.0,9536.0,10045.0
LPAZ21P,8881.0,10438.0,10363.0,9660.0,10281.0
LPAZ21P,9373.0,10600.0,10366.0,9986.0,10367.0
LPAZ21P,9903.0,11095.0,10910.0,10499.0,10742.0
LPAZ21P,10233.0,11345.0,11052.0,10789.0,11050.0
LPAZ21P,10414.0,12022.0,11830.0,11218.0,11743.0
LPAZ21P,10415.0,12023.0,11826.0,11219.0,11745.0
LPAZ21P,10778.0,12066.0,11827.0,11422.0,11833.0
LPAZ21P,10263.0,12397.0,12027.0,11330.0,12043.0
LPAZ21P,10974.0,12559.0,12408.0,11766.0,12417.0
LPAZ21P,10974.0,12577.0,12408.0,11776.0,12421.0
LPAZ21P,12395.0,13821.0,13617.0,13108.0,13567.0
LPAZ21P,12413.0,13819.0,13617.0,13116.0,13569.0
LPAZ21P,12794.0,14081.0,13823.0,13438.0,13807.0
LPAZ21P,14233.0,15377.0,15217.0,14805.0,15187.0
LPAZ21P,14230.0,15385.0,15215.0,14808.0,15187.0
LPAZ21P,16177.0,17468.0,17136.0,16822.0,17152.0
LPAZ21P,16177.0,17594.0,17531.0,16886.0,17362.0
LPAZ21P,16602.0,18078.0,17813.0,17340.0,17818.0
LPAZ21P,17043.0,18432.0,17960.0,17738.0,18072.0
LPAZ21P,17046.0,18439.0,17960.0,17742.0,18076.0
LPAZ21P,17588.0,19525.0,19307.0,18556.0,19201.0
LPAZ21P,19040.0,20593.0,20362.0,19816.0,20355.0
LPAZ21P,21054.0,22611.0,22406.0,21832.0,22406.0
LPAZ21P,21031.0,22615.0,22405.0,21823.0,22407.0
LPAZ21P,22274.0,23974.0,23330.0,23124.0,23509.0
LPAZ21P,23903.0,25386.0,25269.0,24644.0,25258.0
LPAZ21P,25952.0,27272.0,26707.0,26612.0,26826.0
MD97-2106,19784.0,21165.0,21094.0,20474.0,20894.0
MD97-2106,20418.0,22089.0,21963.0,21254.0,21854.0
MD97-2106,20384.0,22465.0,21977.0,21424.0,21986.0
MD97-2106,21511.0,23880.0,23278.0,22696.0,23260.0
MD97-2106,21748.0,24688.0,24101.0,23218.0,24141.0
MD97-2106,23124.0,25364.0,25257.0,24244.0,25177.0
MD97-2106,23834.0,26109.0,25308.0,24972.0,25388.0
MD97-2106,23934.0,26368.0,26041.0,25151.0,25965.0
ML1208-01PC,4483.0,5099.0,5075.0,4791.0,5017.0
ML1208-01PC,7830.0,8816.0,8698.0,8323.0,8687.0
ML1208-01PC,11373.0,15706.0,14461.0,13540.0,14495.0
VINO19-4-GGC37,42.0,2941.0,2425.0,1492.0,2233.0
VINO19-4-GGC37,1057.0,4277.0,3886.0,2667.0,3690.0
VINO19-4-GGC37,1541.0,4654.0,4131.0,3098.0,4055.0
VINO19-4-GGC37,3264.0,6433.0,5771.0,4848.0,5745.0
VINO19-4-GGC37,4358.0,7972.0,7299.0,6165.0,7259.0
VINO19-4-GGC37,5875.0,9387.0,8887.0,7631.0,8780.0
VINO19-4-GGC37,5707.0,9464.0,8889.0,7586.0,8796.0
VINO19-4-GGC37,6062.0,9569.0,8886.0,7816.0,8883.0
VINO19-4-GGC37,6065.0,9632.0,8886.0,7848.0,9013.0
VINO19-4-GGC37,6243.0,9645.0,8888.0,7944.0,9169.0
VINO19-4-GGC37,6546.0,10047.0,9584.0,8296.0,9467.0
VINO19-4-GGC37,5677.0,10486.0,10030.0,8082.0,9825.0
VINO19-4-GGC37,7882.0,10609.0,10362.0,9246.0,10197.0
VINO19-4-GGC37,8771.0,11351.0,10367.0,10061.0,10490.0
VINO19-4-GGC37,9149.0,11802.0,11050.0,10476.0,11035.0
VINO19-4-GGC37,9844.0,11807.0,11052.0,10826.0,11237.0
VINO19-4-GGC37,9769.0,12037.0,11050.0,10903.0,11481.0
VINO19-4-GGC37,10100.0,12042.0,11826.0,11071.0,11595.0
VINO19-4-GGC37,10132.0,12188.0,11826.0,11160.0,11779.0
VINO19-4-GGC37,10223.0,12292.0,11827.0,11258.0,11844.0
VINO19-4-GGC37,10245.0,12327.0,12027.0,11286.0,11968.0
VINO19-4-GGC37,10243.0,12399.0,12028.0,11321.0,12023.0
VINO19-4-GGC37,10254.0,12408.0,12027.0,11331.0,12048.0
VINO19-4-GGC37,10253.0,12430.0,12027.0,11342.0,12093.0
VINO19-4-GGC37,10252.0,12451.0,12027.0,11352.0,12200.0
VINO19-4-GGC37,10253.0,12468.0,12402.0,11360.0,12257.0
VINO19-4-GGC37,10243.0,12492.0,12400.0,11368.0,12290.0
VINO19-4-GGC37,10251.0,12506.0,12402.0,11378.0,12323.0
VINO19-4-GGC37,10248.0,12550.0,12403.0,11399.0,12359.0
VINO19-4-GGC37,10254.0,12608.0,12407.0,11431.0,12386.0
VINO19-4-GGC37,10263.0,12677.0,12407.0,11470.0,12408.0
VINO19-4-GGC37,10253.0,12823.0,12407.0,11538.0,12429.0
VINO19-4-GGC37,10271.0,13349.0,12907.0,11810.0,12794.0
VINO19-4-GGC37,10280.0,13918.0,13389.0,12099.0,13303.0
VINO19-4-GGC37,10841.0,14473.0,13825.0,12657.0,13727.0
VINO19-4-GGC37,12160.0,15225.0,14460.0,13692.0,14444.0
VINO19-4-GGC37,12423.0,15931.0,15218.0,14177.0,15061.0
VINO19-4-GGC37,12854.0,16169.0,15220.0,14512.0,15326.0
VINO19-4-GGC37,12853.0,16503.0,15983.0,14678.0,15750.0
HU72-021-3,14864.0,16208.0,15987.0,15536.0,15987.0
HU72-021-7,10826.0,11779.0,11525.0,11302.0,11544.0
KNR140-30GGC,11487.0,12230.0,12031.0,11858.0,12044.0
KNR140-39GGC,11496.0,12435.0,12311.0,11966.0,12326.0
KNR140-51GGC,9226.0,9714.0,9564.0,9470.0,9596.0
KNR140-51GGC,9381.0,9856.0,9660.0,9618.0,9675.0
KNR140-56GGC,8815.0,9486.0,9414.0,9150.0,9385.0
KNR140-12JPC,8739.0,9389.0,9237.0,9064.0,9262.0
PS75/104-1,2364.0,8007.0,6178.0,5186.0,6702.0
PS75/104-1,9928.0,13778.0,12910.0,11853.0,12997.0
PS75/104-1,11717.0,15091.0,14460.0,13404.0,14213.0
PS75/104-1,12468.0,16372.0,15218.0,14420.0,15378.0
PS2606-6,1038.0,1864.0,1702.0,1451.0,1702.0
PS2606-6,1127.0,2023.0,1883.0,1575.0,1882.0
PS2606-6,1904.0,2460.0,2421.0,2182.0,2393.0
PS2606-6,2395.0,3448.0,3316.0,2922.0,3247.0
PS2606-6,4028.0,4535.0,4496.0,4282.0,4488.0
PS2606-6,4374.0,4779.0,4678.0,4576.0,4677.0
PS2606-6,4954.0,5858.0,5757.0,5406.0,5696.0
PS2606-6,6047.0,7091.0,6931.0,6569.0,6929.0
PS2606-6,6832.0,7987.0,7923.0,7410.0,7852.0
PS2606-6,7883.0,8514.0,8323.0,8198.0,8345.0
PS2606-6,9088.0,9645.0,9592.0,9366.0,9583.0
PS2606-6,9247.0,10074.0,10026.0,9660.0,9993.0
PS2606-6,9846.0,10404.0,10345.0,10125.0,10329.0
PS2606-6,9839.0,10987.0,10372.0,10413.0,10499.0
PS2606-6,10233.0,11704.0,11367.0,10968.0,11360.0
PS2606-6,10238.0,11810.0,11517.0,11024.0,11452.0
PS2606-6,10135.0,12294.0,11831.0,11214.0,11839.0
PS2606-6,10250.0,12481.0,12402.0,11366.0,12279.0
PS2606-6,12205.0,12969.0,12889.0,12587.0,12864.0
PS69/907-2,62.0,2431.0,2106.0,1246.0,2014.0
PS69/907-2,5069.0,6363.0,6182.0,5716.0,6119.0
PS69/907-2,5647.0,6813.0,6445.0,6230.0,6466.0
PS69/907-2,7170.0,8688.0,8232.0,7929.0,8256.0
PS69/907-2,7212.0,10041.0,9587.0,8626.0,9542.0
PS69/907-2,7221.0,10144.0,9587.0,8682.0,9608.0
PS69/907-2,8756.0,10049.0,9647.0,9402.0,9776.0
PS69/907-2,9230.0,10187.0,10034.0,9708.0,10038.0
PS69/907-2,9547.0,10582.0,10369.0,10064.0,10378.0
PS69/907-2,10452.0,11826.0,11525.0,11139.0,11545.0
PS69/907-2,10433.0,12441.0,12304.0,11437.0,12246.0
PS69/907-2,12543.0,14262.0,13835.0,13402.0,13859.0
PS69/907-2,13794.0,15230.0,14704.0,14512.0,14728.0
PS69/907-2,13934.0,15746.0,15216.0,14840.0,15247.0
PS69/907-2,17403.0,19070.0,18776.0,18236.0,18735.0
PS69/907-2,17406.0,20054.0,19400.0,18730.0,19446.0
PS69/907-2,23152.0,26448.0,26304.0,24800.0,25962.0
PS69/907-2,25766.0,34643.0,33385.0,30204.0,33224.0
PS69/912-3,4384.0,4732.0,4673.0,4558.0,4672.0
PS69/912-3,6304.0,6801.0,6622.0,6552.0,6673.0
PS69/912-3,8768.0,10016.0,9642.0,9392.0,9662.0
PS69/912-3,9373.0,10383.0,10212.0,9878.0,10216.0
PS69/912-3,9896.0,10662.0,10373.0,10279.0,10409.0
PS69/912-3,11243.0,12724.0,12469.0,11984.0,12464.0
PS69/912-3,13350.0,14472.0,14153.0,13911.0,14188.0
PS69/912-3,13709.0,14764.0,14473.0,14236.0,14579.0
PS69/912-3,14005.0,15462.0,15217.0,14734.0,15185.0
PS69/912-3,14882.0,16380.0,16002.0,15631.0,16056.0
PS69/912-3,15258.0,16634.0,16365.0,15946.0,16393.0
PS69/912-3,14782.0,17637.0,17133.0,16210.0,17135.0
PS69/912-3,16945.0,18603.0,18201.0,17774.0,18103.0
PS69/912-3,23748.0,26367.0,25323.0,25058.0,25837.0
PS69/912-3,24462.0,27584.0,26323.0,26023.0,26600.0
PS69/912-3,24011.0,28479.0,27511.0,26245.0,27751.0
PS69/912-3,21318.0,35216.0,33386.0,28267.0,32941.0
PS69/912-3,25061.0,40433.0,33451.0,32747.0,35138.0
PS69/912-4,10254.0,11067.0,10982.0,10660.0,10977.0
PS69/912-4,12119.0,13403.0,13221.0,12761.0,13112.0
PS69/912-4,9407.0,19129.0,17560.0,14268.0,16870.0
PS69/912-4,9587.0,20985.0,17813.0,15286.0,18317.0
PS69/912-4,19216.0,28505.0,26313.0,23860.0,26440.0
PS69/912-4,12621.0,50147.0,48100.0,31384.0,45772.0
TR163-31,14230.0,16395.0,15983.0,15312.0,15973.0
TR163-31,19764.0,21450.0,21114.0,20607.0,21098.0
TR163-31,19562.0,21580.0,21114.0,20571.0,21103.0
TR163-31,21384.0,24171.0,24016.0,22778.0,23825.0
PC75-1,2641.0,3479.0,3315.0,3060.0,3314.0
PC75-1,12484.0,14938.0,14461.0,13711.0,14434.0
PC75-1,14961.0,24504.0,22417.0,19732.0,22359.0
PC75-2,2102.0,3258.0,3052.0,2680.0,3013.0
PC75-2,5960.0,6968.0,6786.0,6464.0,6751.0
PC75-2,7830.0,8752.0,8696.0,8291.0,8464.0
PC75-2,10450.0,11746.0,11519.0,11098.0,11502.0
PC75-2,12723.0,13486.0,13375.0,13104.0,13362.0
PC75-2,13935.0,16435.0,15983.0,15185.0,15974.0
MD07-3088,1194.0,1746.0,1586.0,1470.0,1624.0
MD07-3088,3288.0,3707.0,3622.0,3498.0,3614.0
MD07-3088,7806.0,8284.0,8227.0,8045.0,8205.0
MD07-3088,8729.0,9273.0,9207.0,9001.0,9209.0
MD07-3088,9425.0,10035.0,9949.0,9730.0,9951.0
MD07-3088,10241.0,10638.0,10592.0,10440.0,10567.0
MD07-3088,11369.0,11877.0,11826.0,11623.0,11820.0
MD07-3088,11679.0,12274.0,12240.0,11976.0,12135.0
MD07-3088,11931.0,12447.0,12399.0,12189.0,12396.0
MD07-3088,12055.0,12517.0,12467.0,12286.0,12450.0
MD07-3088,12333.0,12904.0,12767.0,12618.0,12780.0
MD07-3088,12596.0,13136.0,13039.0,12866.0,13030.0
MD07-3088,12869.0,13483.0,13386.0,13176.0,13379.0
MD07-3088,13173.0,13663.0,13583.0,13418.0,13576.0
MD07-3088,13359.0,13856.0,13783.0,13608.0,13774.0
MD07-3088,13657.0,14347.0,14159.0,14002.0,14168.0
MD07-3088,13967.0,14581.0,14467.0,14274.0,14475.0
MD07-3088,14098.0,14670.0,14543.0,14384.0,14546.0
MD07-3088,14107.0,14730.0,14651.0,14418.0,14625.0
MD07-3088,14460.0,15291.0,15228.0,14876.0,15210.0
MD07-3088,15761.0,16644.0,16543.0,16202.0,16477.0
MD07-3088,1202.0,1962.0,1881.0,1582.0,1848.0
MD07-3088,3254.0,3859.0,3696.0,3556.0,3737.0
MD07-3088,8853.0,10054.0,9945.0,9454.0,9887.0
MD07-3088,11221.0,12119.0,12024.0,11670.0,12009.0
MD07-3088,11212.0,12528.0,12411.0,11870.0,12416.0
RR0503-36JPC,20769.0,21353.0,21220.0,21061.0,21221.0
RR0503-36JPC,20769.0,21353.0,21220.0,21061.0,21221.0
RR0503-64JPC,11384.0,12289.0,12030.0,11836.0,12065.0
RR0503-64JPC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-64JPC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-64JPC,11384.0,12289.0,12030.0,11836.0,12065.0
RR0503-64JPC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-64JPC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-79JPC,11384.0,12289.0,12030.0,11836.0,12065.0
RR0503-79JPC,11384.0,12289.0,12030.0,11836.0,12065.0
RR0503-79JPC,20769.0,21353.0,21220.0,21061.0,21221.0
RR0503-79JPC,20769.0,21353.0,21220.0,21061.0,21221.0
RR0503-79JPC,11384.0,12289.0,12030.0,11836.0,12065.0
RR0503-79JPC,11384.0,12289.0,12030.0,11836.0,12065.0
RR0503-79JPC,20769.0,21353.0,21220.0,21061.0,21221.0
RR0503-79JPC,20769.0,21353.0,21220.0,21061.0,21221.0
RR0503-83GC,6668.0,7339.0,7302.0,7004.0,7205.0
RR0503-83GC,6668.0,7339.0,7302.0,7004.0,7205.0
RR0503-83GC,6668.0,7339.0,7302.0,7004.0,7205.0
RR0503-83GC,6668.0,7339.0,7302.0,7004.0,7205.0
RR0503-83GC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-83GC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-83GC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-83GC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-83GC,6668.0,7339.0,7302.0,7004.0,7205.0
RR0503-83GC,6668.0,7339.0,7302.0,7004.0,7205.0
RR0503-83GC,6668.0,7339.0,7302.0,7004.0,7205.0
RR0503-83GC,6668.0,7339.0,7302.0,7004.0,7205.0
RR0503-83GC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-83GC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-83GC,13816.0,14776.0,14670.0,14296.0,14624.0
RR0503-83GC,13816.0,14776.0,14670.0,14296.0,14624.0
S794,20769.0,21353.0,21220.0,21061.0,21221.0
S794,20769.0,21353.0,21220.0,21061.0,21221.0
S794,20769.0,21353.0,21220.0,21061.0,21221.0
S794,20769.0,21353.0,21220.0,21061.0,21221.0
S931,20769.0,21353.0,21220.0,21061.0,21221.0
S931,20769.0,21353.0,21220.0,21061.0,21221.0
S931,20769.0,21353.0,21220.0,21061.0,21221.0
S931,20769.0,21353.0,21220.0,21061.0,21221.0
S938,20769.0,21353.0,21220.0,21061.0,21221.0
S938,20769.0,21353.0,21220.0,21061.0,21221.0
MD07-3076,5677.0,7794.0,7299.0,6736.0,7320.0
MD07-3076,6179.0,7932.0,7441.0,7056.0,7583.0
MD07-3076,5333.0,8770.0,7968.0,7052.0,8043.0
MD07-3076,5333.0,8770.0,7968.0,7052.0,8043.0
MD07-3076,5333.0,8770.0,7968.0,7052.0,8043.0
MD07-3076,5423.0,9349.0,8787.0,7386.0,8712.0
MD07-3076,6055.0,9782.0,8889.0,7918.0,9188.0
MD07-3076,6055.0,9782.0,8889.0,7918.0,9188.0
MD07-3076,6546.0,10022.0,9584.0,8284.0,9411.0
MD07-3076,8612.0,10209.0,10028.0,9410.0,9989.0
MD07-3076,8612.0,10209.0,10028.0,9410.0,9989.0
MD07-3076,8612.0,10209.0,10028.0,9410.0,9989.0
MD07-3076,9223.0,10324.0,10041.0,9774.0,10092.0
MD07-3076,9362.0,10349.0,10078.0,9856.0,10147.0
MD07-3076,9362.0,10349.0,10078.0,9856.0,10147.0
MD07-3076,9428.0,10404.0,10350.0,9916.0,10301.0
MD07-3076,9428.0,10404.0,10350.0,9916.0,10301.0
MD07-3076,9710.0,10556.0,10368.0,10133.0,10377.0
MD07-3076,10127.0,11369.0,11051.0,10748.0,11033.0
MD07-3076,10234.0,11761.0,11372.0,10998.0,11391.0
MD07-3076,10235.0,11829.0,11517.0,11032.0,11477.0
MD07-3076,10963.0,12429.0,12307.0,11696.0,12268.0
MD07-3076,11692.0,12510.0,12420.0,12101.0,12429.0
MD07-3076,11809.0,12557.0,12463.0,12183.0,12450.0
MD07-3076,11561.0,12654.0,12468.0,12108.0,12462.0
MD07-3076,12065.0,12804.0,12617.0,12434.0,12593.0
MD07-3076,12112.0,13044.0,12899.0,12578.0,12869.0
MD07-3076,12112.0,13044.0,12899.0,12578.0,12869.0
MD07-3076,12112.0,13044.0,12899.0,12578.0,12869.0
MD07-3076,12112.0,13044.0,12899.0,12578.0,12869.0
MD07-3076,12112.0,13044.0,12899.0,12578.0,12869.0
MD07-3076,12141.0,14196.0,13820.0,13168.0,13730.0
MD07-3076,12141.0,14196.0,13820.0,13168.0,13730.0
MD07-3076,12141.0,14196.0,13820.0,13168.0,13730.0
MD07-3076,12210.0,14521.0,14149.0,13366.0,14091.0
MD07-3076,13466.0,15094.0,14468.0,14280.0,14601.0
MD07-3076,13856.0,15276.0,15219.0,14566.0,14991.0
MD07-3076,13966.0,15442.0,15217.0,14704.0,15180.0
MD07-3076,13926.0,15471.0,15219.0,14698.0,15181.0
MD07-3076,14203.0,15723.0,15209.0,14963.0,15280.0
MD07-3076,14614.0,16203.0,15982.0,15408.0,15962.0
MD07-3076,14920.0,16609.0,16367.0,15764.0,16366.0
MD07-3076,15807.0,17421.0,17127.0,16614.0,17072.0
MD07-3076,17393.0,19325.0,18784.0,18359.0,18795.0
MD07-3076,19025.0,20480.0,20342.0,19752.0,20262.0
MD07-3076,33.0,1823.0,1200.0,928.0,1222.0
MD07-3076,32.0,2926.0,2425.0,1479.0,2021.0
MD07-3076,36.0,4676.0,3315.0,2356.0,3424.0
MD07-3076,43.0,5710.0,4490.0,2876.0,4155.0
MD07-3076,320.0,7185.0,5313.0,3752.0,5604.0
MD07-3076,2356.0,7424.0,6182.0,4890.0,6108.0
MD07-3076,5677.0,7794.0,7299.0,6736.0,7320.0
MD07-3076,5333.0,8770.0,7968.0,7052.0,8043.0
MD07-3076,6055.0,9782.0,8889.0,7918.0,9188.0
MD07-3076,6546.0,10022.0,9584.0,8284.0,9411.0
MD07-3076,8612.0,10209.0,10028.0,9410.0,9989.0
MD07-3076,9362.0,10349.0,10078.0,9856.0,10147.0
MD07-3076,9428.0,10404.0,10350.0,9916.0,10301.0
MD07-3076,9710.0,10556.0,10368.0,10133.0,10377.0
MD07-3076,10127.0,11369.0,11051.0,10748.0,11033.0
MD07-3076,10234.0,11761.0,11372.0,10998.0,11391.0
MD07-3076,10963.0,12429.0,12307.0,11696.0,12268.0
MD07-3076,10963.0,12429.0,12307.0,11696.0,12268.0
MD07-3076,11692.0,12510.0,12420.0,12101.0,12429.0
MD07-3076,11809.0,12557.0,12463.0,12183.0,12450.0
MD07-3076,12065.0,12804.0,12617.0,12434.0,12593.0
MD07-3076,12112.0,13044.0,12899.0,12578.0,12869.0
MD07-3076,12141.0,14196.0,13820.0,13168.0,13730.0
MD07-3076,12210.0,14521.0,14149.0,13366.0,14091.0
MD07-3076,13466.0,15094.0,14468.0,14280.0,14601.0
MD07-3076,13856.0,15276.0,15219.0,14566.0,14991.0
MD07-3076,13966.0,15442.0,15217.0,14704.0,15180.0
MD07-3076,14203.0,15723.0,15209.0,14963.0,15280.0
MD07-3076,14614.0,16203.0,15982.0,15408.0,15962.0
MD07-3076,14920.0,16609.0,16367.0,15764.0,16366.0
MD07-3076,15807.0,17421.0,17127.0,16614.0,17072.0
MD07-3076,17393.0,19325.0,18784.0,18359.0,18795.0
MD07-3076,18517.0,20978.0,20577.0,19748.0,20509.0
MD97-2121,1624.0,1857.0,1832.0,1740.0,1823.0
MD97-2121,5181.0,6395.0,6180.0,5788.0,6154.0
MD97-2121,7609.0,9197.0,8887.0,8403.0,8841.0
MD97-2121,9391.0,9924.0,9665.0,9658.0,9745.0
MD97-2121,10835.0,12488.0,12400.0,11662.0,12363.0
MD97-2121,12842.0,15231.0,14461.0,14036.0,14579.0
MD97-2121,20070.0,21224.0,21106.0,20647.0,21075.0
MD97-2121,5181.0,6395.0,6180.0,5788.0,6154.0
MD97-2121,7609.0,9197.0,8887.0,8403.0,8841.0
MD97-2121,9391.0,9924.0,9665.0,9658.0,9745.0
MD97-2121,10835.0,12488.0,12400.0,11662.0,12363.0
MD97-2121,12842.0,15231.0,14461.0,14036.0,14579.0
MD97-2121,20070.0,21224.0,21106.0,20647.0,21075.0
CD38-17P,14586.0,15630.0,15400.0,15108.0,15390.0
CD38-17P,15649.0,16692.0,16555.0,16170.0,16509.0
CHAT-10K,17542.0,18770.0,18308.0,18156.0,18415.0
CHAT-16K,14100.0,14684.0,14574.0,14392.0,14561.0
CHAT-3K,14500.0,15421.0,15128.0,14960.0,15188.0
CHAT-3K,16326.0,16955.0,16822.0,16640.0,16823.0
CHAT-5K,14814.0,15972.0,15782.0,15393.0,15784.0
CHAT-5K,15588.0,16228.0,16034.0,15908.0,16056.0
GeoB2104-3,14504.0,15424.0,15128.0,14964.0,15189.0
GeoB2104-3,14770.0,15534.0,15392.0,15152.0,15378.0
GeoB2104-3,15880.0,16823.0,16661.0,16352.0,16652.0
GeoB2104-3,16586.0,17791.0,17563.0,17188.0,17563.0
MD08-3169,14139.0,14807.0,14705.0,14473.0,14701.0
MD08-3169,14792.0,15768.0,15612.0,15280.0,15575.0
MD08-3169,14799.0,15781.0,15667.0,15290.0,15608.0
MD08-3169,16720.0,17556.0,17450.0,17138.0,17411.0
MD97-2121,14246.0,15945.0,15760.0,15096.0,15615.0
MD97-2121,15834.0,17209.0,17118.0,16522.0,16937.0
MD97-2121,16381.0,17793.0,17558.0,17087.0,17546.0
MD97-2121,17380.0,18802.0,18287.0,18091.0,18409.0
MD98-2165,14212.0,15277.0,15221.0,14744.0,15137.0
MD98-2165,14478.0,15315.0,15139.0,14896.0,15173.0
MD98-2165,15460.0,16386.0,16072.0,15923.0,16128.0
MD98-2165,16800.0,17641.0,17553.0,17220.0,17547.0
SK129-CR2,16540.0,17395.0,17152.0,16968.0,17175.0
TR163-22,14783.0,15639.0,15422.0,15211.0,15444.0
TR163-22,16100.0,17031.0,16806.0,16566.0,16799.0
TR163-22,17368.0,18074.0,17906.0,17721.0,17911.0
TR163-31,13759.0,14517.0,14452.0,14138.0,14441.0
TR163-31,15944.0,16763.0,16605.0,16354.0,16619.0
MD04-2829CQ,56.0,1745.0,1591.0,900.0,1414.0
MD04-2829CQ,8674.0,9824.0,9589.0,9249.0,9577.0
MD04-2829CQ,9135.0,10269.0,10035.0,9702.0,10057.0
MD04-2829CQ,10225.0,11701.0,11051.0,10963.0,11338.0
MD04-2829CQ,11395.0,12520.0,12412.0,11958.0,12420.0
MD04-2829CQ,12101.0,13128.0,12907.0,12614.0,12896.0
MD04-2829CQ,13593.0,14775.0,14466.0,14184.0,14544.0
17/1GCA,32.0,805.0,345.0,418.0,435.0
17/1GCA,7693.0,8690.0,8321.0,8192.0,8327.0
17/1GCA,8589.0,9200.0,8893.0,8894.0,8931.0
17/1GCA,9400.0,10044.0,9950.0,9722.0,9950.0
17/1GCA,9421.0,10074.0,10025.0,9748.0,10019.0
17/1GCA,9883.0,10399.0,10340.0,10141.0,10331.0
17/1GCA,9968.0,10428.0,10372.0,10198.0,10373.0
17/1GCA,10247.0,11035.0,10912.0,10641.0,10919.0
17/1GCA,10393.0,11359.0,11056.0,10876.0,11090.0
17/1GCA,10962.0,12105.0,12023.0,11534.0,11971.0
