id,Calendar_age,Calendar_age_error,Reservoir_derived_14C_age,Reservoir_derived_14C_error
SHAK10-10K,14964.875,198.1875,13062,52
SHAK10-10K,15995.125,150.44375,14456,55
SHAK10-10K,16403.5,205.690625,14750,58
SHAK10-10K,17195.75,334.69375,15096,65
SHAK14-4G,259,228.6,794,36
SHAK14-4G,3132,242.025,3485,28
SHAK14-4G,10936,273.0375,10286,53
SHAK14-4G,11222,405.5625,10270,32
SHAK14-4G,12258,336.7125,10923,33
SHAK14-4G,12504,157.0625,10891,53
SHAK14-4G,12844,130,11302,41
SHAK14-4G,13367,148.05,11726,55
SHAK14-4G,14638,164.5125,12803,64
SHAK14-4G,14786,82.025,12914,39
SHAK14-4G,15010.25,77.01875,13172,43
SHAK14-4G,15153,60,13415,51
SHAK14-4G,15263,69.525,13634,49
SHAK14-4G,15350.5,120,13421,51
SHAK14-4G,15852,61.525,14236,53
SHAK14-4G,16102.5,180.29375,14653,83
SHAK14-4G,16183.5,323.1125,14453,57
SHAK14-4G,16909.5,269.0125,15023,60
SHAK14-4G,19544,206.0375,16886,75
SHAK14-4G,21638,201.5125,18531,89
SHAK14-4G,259,228.6,794,36
SHAK14-4G,3132,242.025,3485,28
SHAK14-4G,10936,273.0375,10286,53
SHAK14-4G,11222,405.5625,10270,32
SHAK14-4G,12258,336.7125,10923,33
SHAK14-4G,12504,157.0625,10891,53
SHAK14-4G,12844,130,11302,41
SHAK14-4G,13367,148.05,11726,55
SHAK14-4G,14638,164.5125,12803,64
SHAK14-4G,14786,82.025,12914,39
SHAK14-4G,15010.25,77.01875,13172,43
SHAK14-4G,15153,60,13415,51
SHAK14-4G,15263,69.525,13634,49
SHAK14-4G,15350.5,120,13421,51
SHAK14-4G,15852,61.525,14236,53
SHAK14-4G,16102.5,180.29375,14653,83
SHAK14-4G,16183.5,323.1125,14453,57
SHAK14-4G,16909.5,269.0125,15023,60
SHAK14-4G,19544,206.0375,16886,75
SHAK14-4G,21638,201.5125,18531,89
VM21-30,769,481.2,2190,45
VM21-30,1301,57.5,1865,15
VM21-30,1301,57.5,1875,15
VM21-30,3737,198.6,3755,20
VM21-30,3737,198.6,4270,20
VM21-30,6001.5,664.65,5620,55
VM21-30,6884,141,6335,20
VM21-30,6884,141,6760,20
VM21-30,8722,463.2,8500,20
VM21-30,8722,463.2,8590,45
VM21-30,9755.5,492.1,8525,30
VM21-30,9755.5,492.1,8690,55
VM21-30,10464,765.55,9830,55
VM21-30,11670,1123.45,10050,50
VM21-30,11670,1123.45,10090,30
VM21-30,11914,1154.1,9830,20
VM21-30,11914,1154.1,10150,55
VM21-30,12311,1180.75,10810,45
VM21-30,12311,1180.75,11770,40
VM21-30,12367,1181.025,11250,50
VM21-30,13009,1107.225,13400,75
VM21-30,13563,985.65,11750,90
VM21-30,13563,985.65,12680,70
VM21-30,13563,985.65,13590,45
VM21-30,13989.5,833.675,11950,25
VM21-30,13989.5,833.675,12000,130
VM21-30,14371.625,659.625,12000,55
VM21-30,14371.625,659.625,12405,40
VM21-30,14598,686.6,12250,70
VM21-30,15455.5,890.55,14020,35
VM21-30,15455.5,890.55,14540,45
VM21-30,15842.25,913.475,13290,35
VM21-30,15842.25,913.475,15750,40
VM21-30,16027,951.85,13400,90
VM21-30,16278,946.55,14445,45
VM21-30,16278,946.55,17015,50
VM21-30,16451.75,951.4,15650,70
VM21-30,16451.75,951.4,16520,80
VM21-30,16867.25,881.1,17550,80
VM21-30,16909,862.4,17430,80
VM21-30,17080,814.65,14830,70
VM21-30,17130,807.025,16710,90
VM21-30,17130,807.025,17140,80
VM21-30,17707,702.25,16800,80
VM21-30,17916.5,849.675,18560,100
VM21-30,20559.5,2340.25,20510,80
VM21-30,22033.5,2634.4,21330,80
VM21-30,28420,515.45,25100,150
VM21-30,30705,398.65,26900,150
